rank,name,first_print_year,cmc,color,card_type,keywords,keyword_count,categories,semantic_count,total_ability_count,abilities_per_cmc
11780,Deadeye Harpooner,2017,3.0,White,Creature,Revolt,1,removal,1,2,0.6666666666666666
11781,Yuan-Ti Scaleshield,2022,3.0,Green,Instant,Seek,1,,1,2,0.6666666666666666
11782,"Vega, the Watcher",2021,3.0,Multicolor,Creature,Flying,1,card_advantage,1,2,0.6666666666666666
11783,Unconventional Tactics,2017,3.0,White,Sorcery,,0,"graveyard, pump",2,2,0.6666666666666666
11784,Reap the Seagraf,2012,3.0,Black,Sorcery,Flashback,1,tokens,1,2,0.6666666666666666
11785,Charred Graverobber,2024,3.0,Black,Creature,Escape,1,graveyard,1,2,0.6666666666666666
11786,Ticking Gnomes,1999,3.0,Colorless,Creature,Echo,1,direct_damage,1,2,0.6666666666666666
11787,Catalog,1998,3.0,Blue,Instant,,0,"card_advantage, discard",2,2,0.6666666666666666
11788,Garza's Assassin,2006,3.0,Black,Creature,Recover,1,removal,1,2,0.6666666666666666
11789,Spicy Oatmeal Pizza,2026,3.0,Red,Artifact,,0,"direct_damage, life",2,2,0.6666666666666666
11790,Underworld Dreams,1994,3.0,Black,Enchantment,,0,"card_advantage, direct_damage",2,2,0.6666666666666666
11791,Vivien's Talent,2023,3.0,Green,Enchantment,Enchant,1,,1,2,0.6666666666666666
11792,"Lulu, Stern Guardian",2025,3.0,Blue,Creature,Proliferate,1,,1,2,0.6666666666666666
11793,Akki Coalflinger,2004,3.0,Red,Creature,First strike,1,,1,2,0.6666666666666666
11794,Ambuscade Shaman,2015,3.0,Black,Creature,Dash,1,pump,1,2,0.6666666666666666
11795,Dark Impostor,2012,3.0,Black,Creature,,0,"removal, counters",2,2,0.6666666666666666
11796,Splicer's Skill,2019,3.0,White,Sorcery,Splice,1,tokens,1,2,0.6666666666666666
11797,Soulmates,2019,3.0,Green,Enchantment,Enchant,1,pump,1,2,0.6666666666666666
11798,Galvanic Relay,2021,3.0,Red,Sorcery,Storm,1,,1,2,0.6666666666666666
11799,Sinister Sabotage,2018,3.0,Blue,Instant,Surveil,1,counterspell,1,2,0.6666666666666666
11800,Cosmic Larva,2004,3.0,Red,Creature,Trample,1,,1,2,0.6666666666666666
11801,Unbreakable Formation,2019,3.0,White,Instant,Addendum,1,counters,1,2,0.6666666666666666
11802,Skyscanner,2018,3.0,Colorless,Creature,Flying,1,card_advantage,1,2,0.6666666666666666
11803,Parasitic Strix,2009,3.0,Blue,Creature,Flying,1,life,1,2,0.6666666666666666
11804,Steamflogger Service Rep,2017,3.0,Green,Creature,Assemble,1,,1,2,0.6666666666666666
11805,"Zimone, Infinite Analyst",2026,3.0,Multicolor,Creature,,0,"counters, ramp",2,2,0.6666666666666666
11806,Poetic Ingenuity,2023,3.0,Red,Enchantment,Treasure,1,tokens,1,2,0.6666666666666666
11807,Unburden,2003,3.0,Black,Sorcery,Cycling,1,discard,1,2,0.6666666666666666
11808,Springjack Knight,2007,3.0,White,Creature,Clash,1,,1,2,0.6666666666666666
11809,Ledev Champion,2018,3.0,Multicolor,Creature,,0,"tokens, pump",2,2,0.6666666666666666
11810,Firecannon Blast,2017,3.0,Red,Sorcery,Raid,1,direct_damage,1,2,0.6666666666666666
11811,Maddening Imp,1997,3.0,Black,Creature,Flying,1,,1,2,0.6666666666666666
11812,Hammers of Moradin,2022,3.0,White,Creature,Myriad,1,,1,2,0.6666666666666666
11813,Ovinomancer,1996,3.0,Blue,Creature,,0,"removal, tokens",2,2,0.6666666666666666
11814,Mardu Banner,2014,3.0,Colorless,Artifact,,0,"card_advantage, ramp",2,2,0.6666666666666666
11815,Wear // Tear,2013,3.0,Multicolor,Instant,Fuse,1,removal,1,2,0.6666666666666666
11816,Crawling Sensation,2016,3.0,Green,Enchantment,Mill,1,tokens,1,2,0.6666666666666666
11817,Captain Rex Nebula,2022,3.0,Multicolor,Creature,,0,"direct_damage, pump",2,2,0.6666666666666666
11818,Shattered Perception,2012,3.0,Red,Sorcery,Flashback,1,,1,2,0.6666666666666666
11819,Spiketail Drakeling,2006,3.0,Blue,Creature,Flying,1,counterspell,1,2,0.6666666666666666
11820,Enduring Innocence,2024,3.0,White,Creature,Lifelink,1,card_advantage,1,2,0.6666666666666666
11821,Ribbon Snake,2000,3.0,Blue,Creature,Flying,1,,1,2,0.6666666666666666
11822,Honor Troll,2021,3.0,Green,Creature,Vigilance,1,pump,1,2,0.6666666666666666
11823,Blood-Toll Harpy,2013,3.0,Black,Creature,Flying,1,,1,2,0.6666666666666666
11824,Embolden,2001,3.0,White,Instant,Flashback,1,protection,1,2,0.6666666666666666
11825,Tersa Lightshatter,2025,3.0,Red,Creature,Haste,1,graveyard,1,2,0.6666666666666666
11826,Tributary Vaulter,2026,3.0,White,Creature,Flying,1,pump,1,2,0.6666666666666666
11827,Practiced Offense,2026,3.0,White,Sorcery,Flashback,1,counters,1,2,0.6666666666666666
11828,Trained Condor,2013,3.0,Blue,Creature,Flying,1,,1,2,0.6666666666666666
11829,Unctus's Retrofitter,2023,3.0,Blue,Creature,Toxic,1,pump,1,2,0.6666666666666666
11830,Acolyte Hybrid,2022,3.0,Red,Creature,Heavy Rock Cutter,1,card_advantage,1,2,0.6666666666666666
11831,Delayed Blast Fireball,2022,3.0,Red,Instant,Foretell,1,direct_damage,1,2,0.6666666666666666
11832,Gavony Ironwright,2012,3.0,White,Creature,Fateful hour,1,pump,1,2,0.6666666666666666
11833,Faith of the Devoted,2017,3.0,Black,Enchantment,,0,"discard, life",2,2,0.6666666666666666
11834,Aesthir Glider,1996,3.0,Colorless,Creature,Flying,1,,1,2,0.6666666666666666
11835,Shake the Foundations,2018,3.0,Red,Instant,,0,"card_advantage, direct_damage",2,2,0.6666666666666666
11836,Benalish Emissary,2000,3.0,White,Creature,Kicker,1,removal,1,2,0.6666666666666666
11837,Stroke of Midnight,2023,3.0,White,Instant,,0,"removal, tokens",2,2,0.6666666666666666
11838,Nightwind Glider,1999,3.0,White,Creature,"Flying, Protection",2,,0,2,0.6666666666666666
11839,Skittering Crustacean,2016,3.0,Blue,Creature,Monstrosity,1,,1,2,0.6666666666666666
11840,Fire Nation Engineer,2025,3.0,Black,Creature,Raid,1,counters,1,2,0.6666666666666666
11841,"Gor Muldrak, Amphinologist",2020,3.0,Multicolor,Creature,,0,"tokens, protection",2,2,0.6666666666666666
11842,Blindblast,2019,3.0,Red,Instant,,0,"card_advantage, direct_damage",2,2,0.6666666666666666
11843,Open the Omenpaths,2021,3.0,Red,Instant,,0,"ramp, pump",2,2,0.6666666666666666
11844,Whispersilk Cloak,2004,3.0,Colorless,Artifact,Equip,1,evasion,1,2,0.6666666666666666
11845,Ferropede,2004,3.0,Colorless,Creature,,0,"counters, evasion",2,2,0.6666666666666666
11846,Introduction to Prophecy,2021,3.0,Colorless,Sorcery,Scry,1,card_advantage,1,2,0.6666666666666666
11847,Resolute Veggiesaur,2022,3.0,Green,Creature,Trample,1,counters,1,2,0.6666666666666666
11848,Eldrazi Displacer,2016,3.0,White,Creature,Devoid,1,blink,1,2,0.6666666666666666
11849,Sefris of the Hidden Ways,2021,3.0,Multicolor,Creature,Venture into the dungeon,1,graveyard,1,2,0.6666666666666666
11850,Cabaretti Revels,2022,3.0,Multicolor,Enchantment,Seek,1,,1,2,0.6666666666666666
11851,Kellan Joins Up,2024,3.0,Multicolor,Enchantment,Plot,1,counters,1,2,0.6666666666666666
11852,Shield of the Oversoul,2008,3.0,Colorless,Enchantment,Enchant,1,pump,1,2,0.6666666666666666
11853,Vigilant Sentry,2002,3.0,White,Creature,Threshold,1,pump,1,2,0.6666666666666666
11854,Arc Runner,2010,3.0,Red,Creature,Haste,1,,1,2,0.6666666666666666
11855,Myrkul's Invoker,2022,3.0,Black,Creature,Psychic Blades,1,pump,1,2,0.6666666666666666
11856,Pawn of Ulamog,2010,3.0,Black,Creature,,0,"tokens, ramp",2,2,0.6666666666666666
11857,Clinging Mists,2012,3.0,Green,Instant,Fateful hour,1,protection,1,2,0.6666666666666666
11858,Mardu Strike Leader,2015,3.0,Black,Creature,Dash,1,tokens,1,2,0.6666666666666666
11859,Gravpack Monoist,2025,3.0,Black,Creature,Flying,1,tokens,1,2,0.6666666666666666
11860,Dreadful Apathy,2020,3.0,White,Enchantment,Enchant,1,stax,1,2,0.6666666666666666
11861,Stillmoon Cavalier,2008,3.0,Colorless,Creature,Protection,1,pump,1,2,0.6666666666666666
11862,"Killian, Decisive Mentor",2026,3.0,Multicolor,Creature,Goad,1,card_advantage,1,2,0.6666666666666666
11863,Thunderheads,2006,3.0,Blue,Instant,Replicate,1,tokens,1,2,0.6666666666666666
11864,Horizon Drake,2010,3.0,Blue,Creature,"Flying, Protection",2,,0,2,0.6666666666666666
11865,"Grakmaw, Skyclave Ravager",2020,3.0,Multicolor,Creature,,0,"tokens, counters",2,2,0.6666666666666666
11866,Frost Raptor,2006,3.0,Blue,Creature,Flying,1,,1,2,0.6666666666666666
11867,Goldmaw Champion,2021,3.0,White,Creature,Boast,1,,1,2,0.6666666666666666
11868,Hobbling Zombie,2021,3.0,Black,Creature,Deathtouch,1,tokens,1,2,0.6666666666666666
11869,Wild Hunger,2012,3.0,Green,Instant,Flashback,1,pump,1,2,0.6666666666666666
11870,Dack Fayden,2014,3.0,Multicolor,Planeswalker,,0,"card_advantage, steal",2,2,0.6666666666666666
11871,Forensic Gadgeteer,2024,3.0,Blue,Creature,Investigate,1,ramp,1,2,0.6666666666666666
11872,Roar of Challenge,2014,3.0,Green,Sorcery,Ferocious,1,,1,2,0.6666666666666666
11873,Threads of Disloyalty,2005,3.0,Blue,Enchantment,Enchant,1,,1,2,0.6666666666666666
11874,Cloud Spirit,1997,3.0,Blue,Creature,Flying,1,,1,2,0.6666666666666666
11875,Grave Bramble,2011,3.0,Green,Creature,"Protection, Defender",2,,0,2,0.6666666666666666
11876,Jackdaw Savior,2024,3.0,White,Creature,Flying,1,graveyard,1,2,0.6666666666666666
11877,Warmind Infantry,2013,3.0,Red,Creature,Battalion,1,pump,1,2,0.6666666666666666
11878,Cease-Fire,2001,3.0,White,Instant,,0,"card_advantage, stax",2,2,0.6666666666666666
11879,Dawning Purist,2002,3.0,White,Creature,Morph,1,removal,1,2,0.6666666666666666
11880,Zhalfirin Crusader,1997,3.0,White,Creature,Flanking,1,,1,2,0.6666666666666666
11881,Augur of Autumn,2021,3.0,Green,Creature,Coven,1,,1,2,0.6666666666666666
11882,Hardened-Scale Armor,2018,3.0,Green,Enchantment,Enchant,1,pump,1,2,0.6666666666666666
11883,Unforgiving One,2022,3.0,Black,Creature,Menace,1,graveyard,1,2,0.6666666666666666
11884,Harper Recruiter,2022,3.0,White,Creature,Flying,1,,1,2,0.6666666666666666
11885,Selesnya Locket,2018,3.0,Colorless,Artifact,,0,"card_advantage, ramp",2,2,0.6666666666666666
11886,Marchesa's Infiltrator,2014,3.0,Blue,Creature,Dethrone,1,card_advantage,1,2,0.6666666666666666
11887,Atrocious Experiment,2022,3.0,Black,Sorcery,Mill,1,card_advantage,1,2,0.6666666666666666
11888,Embrace the Unknown,2024,3.0,Red,Sorcery,Retrace,1,,1,2,0.6666666666666666
11889,"Gimli, Mournful Avenger",2023,3.0,Multicolor,Creature,Fight,1,counters,1,2,0.6666666666666666
11890,Ritual Guardian,2021,3.0,White,Creature,Coven,1,,1,2,0.6666666666666666
11891,Angel of Eternal Dawn,2021,3.0,White,Creature,Flying,1,stax,1,2,0.6666666666666666
11892,Ichormoon Gauntlet,2023,3.0,Blue,Artifact,Proliferate,1,counters,1,2,0.6666666666666666
11893,Wand of Orcus,2021,3.0,Black,Artifact,Equip,1,tokens,1,2,0.6666666666666666
11894,Corpseweft,2015,3.0,Black,Enchantment,,0,"tokens, graveyard",2,2,0.6666666666666666
11895,A-Kargan Warleader,2020,3.0,Multicolor,Creature,Ward,1,pump,1,2,0.6666666666666666
11896,Fireshrieker,2003,3.0,Colorless,Artifact,Equip,1,,1,2,0.6666666666666666
11897,Azorius Herald,2006,3.0,White,Creature,,0,"life, evasion",2,2,0.6666666666666666
11898,Abandoned Sarcophagus,2017,3.0,Colorless,Artifact,,0,"card_advantage, graveyard",2,2,0.6666666666666666
11899,Battle Mastery,2007,3.0,White,Enchantment,Enchant,1,,1,2,0.6666666666666666
11900,Chrome Courier,2021,3.0,Multicolor,Creature,Flying,1,life,1,2,0.6666666666666666
11901,Infernal Idol,2022,3.0,Colorless,Artifact,,0,"card_advantage, ramp",2,2,0.6666666666666666
11902,Hover Barrier,2012,3.0,Blue,Creature,"Flying, Defender",2,,0,2,0.6666666666666666
11903,"Laelia, the Blade Reforged",2021,3.0,Red,Creature,Haste,1,counters,1,2,0.6666666666666666
11904,Aeromunculus,2019,3.0,Multicolor,Creature,"Flying, Adapt",2,,0,2,0.6666666666666666
11905,Bargain,1998,3.0,White,Sorcery,,0,"card_advantage, life",2,2,0.6666666666666666
11906,North Pole Patrol,2025,3.0,Blue,Creature,Waterbend,1,,1,2,0.6666666666666666
11907,Fire Lord Zuko,2025,3.0,Multicolor,Creature,Firebending,1,counters,1,2,0.6666666666666666
11908,Pride Sovereign,2017,3.0,Green,Creature,,0,"tokens, pump",2,2,0.6666666666666666
11909,Willing Test Subject,2017,3.0,Green,Creature,Reach,1,counters,1,2,0.6666666666666666
11910,Zephyr Scribe,2015,3.0,Blue,Creature,,0,"card_advantage, discard",2,2,0.6666666666666666
11911,Riot Control,2013,3.0,White,Instant,,0,"life, protection",2,2,0.6666666666666666
11912,Phyrexian Boon,1996,3.0,Black,Enchantment,Enchant,1,pump,1,2,0.6666666666666666
11913,Neko-Te,2005,3.0,Colorless,Artifact,Equip,1,stax,1,2,0.6666666666666666
11914,Pyrewild Shaman,2013,3.0,Red,Creature,Bloodrush,1,pump,1,2,0.6666666666666666
11915,Venomous Fangs,1998,3.0,Green,Enchantment,Enchant,1,,1,2,0.6666666666666666
11916,Prickly Marmoset,2020,3.0,Red,Creature,First strike,1,pump,1,2,0.6666666666666666
11917,Twin-Silk Spider,2019,3.0,Green,Creature,Reach,1,tokens,1,2,0.6666666666666666
11918,Bearded Axe,2021,3.0,Red,Artifact,Equip,1,pump,1,2,0.6666666666666666
11919,Fear of Being Hunted,2024,3.0,Red,Creature,Haste,1,,1,2,0.6666666666666666
11920,Rathi Intimidator,2000,3.0,Black,Creature,Fear,1,tutor,1,2,0.6666666666666666
11921,Darksteel Ingot,2004,3.0,Colorless,Artifact,Indestructible,1,ramp,1,2,0.6666666666666666
11922,Sharpshooter Elf,2022,3.0,Green,Creature,Reach,1,,1,2,0.6666666666666666
11923,"Alora, Merry Thief",2022,3.0,Blue,Creature,Choose a background,1,evasion,1,2,0.6666666666666666
11924,Patchplate Resolute,2022,3.0,Colorless,Creature,Unearth,1,,1,2,0.6666666666666666
11925,Bloody Betrayal,2021,3.0,Red,Sorcery,,0,"tokens, steal",2,2,0.6666666666666666
11926,Flip the Switch,2021,3.0,Blue,Instant,,0,"tokens, counterspell",2,2,0.6666666666666666
11927,Blazing Blade Askari,2006,3.0,Red,Creature,Flanking,1,,1,2,0.6666666666666666
11928,Lothlórien Blade,2023,3.0,Colorless,Artifact,Equip,1,,1,2,0.6666666666666666
11929,Ithilien Kingfisher,2023,3.0,Blue,Creature,Flying,1,card_advantage,1,2,0.6666666666666666
11930,Noggle Robber,2026,3.0,Colorless,Creature,Treasure,1,tokens,1,2,0.6666666666666666
11931,Dragon Turtle,2021,3.0,Blue,Creature,Flash,1,,1,2,0.6666666666666666
11932,Sudden Death,2006,3.0,Black,Instant,Split second,1,removal,1,2,0.6666666666666666
11933,Gustrider Exuberant,2008,3.0,White,Creature,Flying,1,,1,2,0.6666666666666666
11934,Rebel Salvo,2023,3.0,Red,Instant,Affinity,1,direct_damage,1,2,0.6666666666666666
11935,Cephalid Inkshrouder,2002,3.0,Blue,Creature,,0,"discard, evasion",2,2,0.6666666666666666
11936,Screams from Within,2004,3.0,Black,Enchantment,Enchant,1,graveyard,1,2,0.6666666666666666
11937,Aphetto Exterminator,2003,3.0,Black,Creature,Morph,1,removal,1,2,0.6666666666666666
11938,Eerie Soultender,2022,3.0,Black,Creature,Mill,1,graveyard,1,2,0.6666666666666666
11939,Hooded Assassin,2015,3.0,Black,Creature,,0,"removal, counters",2,2,0.6666666666666666
11940,Akroma's Blessing,2002,3.0,White,Instant,Cycling,1,protection,1,2,0.6666666666666666
11941,Spoils of Evil,1995,3.0,Black,Instant,,0,"ramp, life",2,2,0.6666666666666666
11942,Prosperous Partnership,2022,3.0,Multicolor,Enchantment,Treasure,1,tokens,1,2,0.6666666666666666
11943,Crawling Infestation,2021,3.0,Green,Enchantment,Mill,1,tokens,1,2,0.6666666666666666
11944,Citanul Woodreaders,2007,3.0,Green,Creature,Kicker,1,card_advantage,1,2,0.6666666666666666
11945,Knollspine Invocation,2008,3.0,Red,Enchantment,,0,"direct_damage, discard",2,2,0.6666666666666666
11946,Blood Researcher,2021,3.0,Multicolor,Creature,Menace,1,counters,1,2,0.6666666666666666
11947,Dispense Justice,2010,3.0,White,Instant,Metalcraft,1,,1,2,0.6666666666666666
11948,Bygone Bishop,2016,3.0,White,Creature,"Flying, Investigate",2,,0,2,0.6666666666666666
11949,Penregon Strongbull,2022,3.0,Red,Creature,,0,"direct_damage, pump",2,2,0.6666666666666666
11950,Aerial Assault,2019,3.0,White,Sorcery,,0,"removal, life",2,2,0.6666666666666666
11951,Quick Fixer,2022,3.0,Black,Creature,"Open an Attraction, Menace",2,,0,2,0.6666666666666666
11952,Predator Ooze,2012,3.0,Green,Creature,Indestructible,1,counters,1,2,0.6666666666666666
11953,Zhalfirin Knight,1996,3.0,White,Creature,Flanking,1,,1,2,0.6666666666666666
11954,Fateful End,2020,3.0,Red,Instant,Scry,1,direct_damage,1,2,0.6666666666666666
11955,Tattermunge Duo,2008,3.0,Colorless,Creature,,0,"pump, evasion",2,2,0.6666666666666666
11956,Unfulfilled Desires,1996,3.0,Multicolor,Enchantment,,0,"card_advantage, discard",2,2,0.6666666666666666
11957,Umara Raptor,2009,3.0,Blue,Creature,Flying,1,counters,1,2,0.6666666666666666
11958,Twisted Fealty,2023,3.0,Red,Sorcery,Role token,1,steal,1,2,0.6666666666666666
11959,Drowner of Secrets,2007,3.0,Blue,Creature,Mill,1,,1,2,0.6666666666666666
11960,Witchstalker,2013,3.0,Green,Creature,Hexproof,1,counters,1,2,0.6666666666666666
11961,Halt Order,2010,3.0,Blue,Instant,,0,"card_advantage, counterspell",2,2,0.6666666666666666
11962,"Geralf, the Fleshwright",2024,3.0,Blue,Creature,,0,"tokens, counters",2,2,0.6666666666666666
11963,Breaking Point,2002,3.0,Red,Sorcery,,0,"removal, direct_damage",2,2,0.6666666666666666
11964,Frilled Deathspitter,2018,3.0,Red,Creature,Enrage,1,direct_damage,1,2,0.6666666666666666
11965,Anointed Peacekeeper,2022,3.0,White,Creature,Vigilance,1,,1,2,0.6666666666666666
11966,Sedge Troll,1993,3.0,Red,Creature,,0,"pump, protection",2,2,0.6666666666666666
11967,Superior Foes of Spider-Man,2025,3.0,Red,Creature,Trample,1,,1,2,0.6666666666666666
11968,The Seriema,2025,3.0,White,Artifact,Station,1,tutor,1,2,0.6666666666666666
11969,Riveting Rigger,2017,3.0,White,Creature,Assemble,1,counters,1,2,0.6666666666666666
11970,Devout Lightcaster,2009,3.0,White,Creature,Protection,1,removal,1,2,0.6666666666666666
11971,"Yuriko, the Tiger's Shadow",2018,3.0,Multicolor,Creature,Commander ninjutsu,1,,1,2,0.6666666666666666
11972,Sanguine Evangelist,2023,3.0,White,Creature,Battle Cry,1,tokens,1,2,0.6666666666666666
11973,Scion of Stygia,2021,3.0,Blue,Creature,Flash,1,stax,1,2,0.6666666666666666
11974,Warleader's Call,2024,3.0,Multicolor,Enchantment,,0,"direct_damage, pump",2,2,0.6666666666666666
11975,Ferocious Charge,2004,3.0,Green,Instant,Scry,1,pump,1,2,0.6666666666666666
11976,Ego Erasure,2007,3.0,Blue,Instant,Changeling,1,,1,2,0.6666666666666666
11977,Diresight,2024,3.0,Black,Sorcery,Surveil,1,card_advantage,1,2,0.6666666666666666
11978,Traumatic Prank,2022,3.0,Red,Sorcery,,0,"direct_damage, steal",2,2,0.6666666666666666
11979,Pause for Reflection,2018,3.0,Green,Instant,Convoke,1,protection,1,2,0.6666666666666666
11980,Howling Moon,2021,3.0,Green,Enchantment,,0,"tokens, pump",2,2,0.6666666666666666
11981,Hylda's Crown of Winter,2023,3.0,Colorless,Artifact,,0,"card_advantage, ramp",2,2,0.6666666666666666
11982,Azimaet Drake,1996,3.0,Blue,Creature,Flying,1,pump,1,2,0.6666666666666666
11983,Tome of the Infinite,2021,3.0,Blue,Artifact,Conjure,1,,1,2,0.6666666666666666
11984,Gnarlbark Elm,2026,3.0,Black,Creature,,0,"removal, counters",2,2,0.6666666666666666
11985,Byway Barterer,2024,3.0,Red,Creature,Menace,1,card_advantage,1,2,0.6666666666666666
11986,Curator's Ward,2018,3.0,Blue,Enchantment,Enchant,1,card_advantage,1,2,0.6666666666666666
11987,Priest of Ancient Lore,2021,3.0,White,Creature,,0,"card_advantage, life",2,2,0.6666666666666666
11988,Serah Farron // Crystallized Serah,2025,3.0,Multicolor,Creature,Transform,1,ramp,1,2,0.6666666666666666
11989,Wheel of Fortune,1993,3.0,Red,Sorcery,,0,"card_advantage, discard",2,2,0.6666666666666666
11990,Brackwater Elemental,2009,3.0,Blue,Creature,Unearth,1,,1,2,0.6666666666666666
11991,Shell of the Last Kappa,2004,3.0,Colorless,Artifact,,0,"removal, ramp",2,2,0.6666666666666666
11992,Cessation,1999,3.0,White,Enchantment,Enchant,1,stax,1,2,0.6666666666666666
11993,Exclude,2000,3.0,Blue,Instant,,0,"card_advantage, counterspell",2,2,0.6666666666666666
11994,Prideful Parent,2024,3.0,White,Creature,Vigilance,1,tokens,1,2,0.6666666666666666
11995,Mardu Runemark,2015,3.0,Red,Enchantment,Enchant,1,pump,1,2,0.6666666666666666
11996,Avid Reclaimer,2017,3.0,Green,Creature,,0,"ramp, life",2,2,0.6666666666666666
11997,Web of Inertia,2002,3.0,Blue,Enchantment,,0,"graveyard, stax",2,2,0.6666666666666666
11998,Gravelgill Duo,2008,3.0,Colorless,Creature,,0,"pump, evasion",2,2,0.6666666666666666
11999,Eldrazi Aggressor,2016,3.0,Red,Creature,Devoid,1,,1,2,0.6666666666666666
12000,Tuskguard Captain,2014,3.0,Green,Creature,Outlast,1,,1,2,0.6666666666666666
12001,Windreaper Falcon,1996,3.0,Multicolor,Creature,"Flying, Protection",2,,0,2,0.6666666666666666
12002,Mardu Ascendancy,2014,3.0,Multicolor,Enchantment,,0,"tokens, pump",2,2,0.6666666666666666
12003,"Feather, the Redeemed",2019,3.0,Multicolor,Creature,Flying,1,,1,2,0.6666666666666666
12004,Coral Helm,1994,3.0,Colorless,Artifact,,0,"discard, pump",2,2,0.6666666666666666
12005,Catapult Fodder // Catapult Captain,2021,3.0,Black,Creature,Transform,1,,1,2,0.6666666666666666
12006,Dreamshackle Geist,2021,3.0,Blue,Creature,Flying,1,stax,1,2,0.6666666666666666
12007,Patrolling Peacemaker,2025,3.0,White,Creature,Proliferate,1,,1,2,0.6666666666666666
12008,Renewed Faith,2002,3.0,White,Instant,Cycling,1,life,1,2,0.6666666666666666
12009,Master Trinketeer,2016,3.0,White,Creature,,0,"tokens, pump",2,2,0.6666666666666666
12010,Ensouled Scimitar,2004,3.0,Colorless,Artifact,Equip,1,pump,1,2,0.6666666666666666
12011,Scouring Swarm,2025,3.0,Multicolor,Creature,Flying,1,tokens,1,2,0.6666666666666666
